Industry,Date,County,High Wage Count
general merchandise stores including warehouse clubs and supercenters,2019-12-01,San Diego,313
general merchandise stores including warehouse clubs and supercenters,2019-12-01,San Diego,313
general merchandise stores including warehouse clubs and supercenters,2019-01-01,San Francisco,1185
general merchandise stores including warehouse clubs and supercenters,2019-01-01,San Francisco,1185
general merchandise stores including warehouse clubs and supercenters,2019-01-01,San Francisco,1185
general merchandise stores including warehouse clubs and supercenters,2019-01-01,San Francisco,1185
general merchandise stores including warehouse clubs and supercenters,2019-02-01,San Francisco,1143
general merchandise stores including warehouse clubs and supercenters,2019-02-01,San Francisco,1143
general merchandise stores including warehouse clubs and supercenters,2019-02-01,San Francisco,1143
general merchandise stores including warehouse clubs and supercenters,2019-02-01,San Francisco,1143
general merchandise stores including warehouse clubs and supercenters,2019-03-01,San Francisco,1129
general merchandise stores including warehouse clubs and supercenters,2019-03-01,San Francisco,1129
general merchandise stores including warehouse clubs and supercenters,2019-03-01,San Francisco,1129
general merchandise stores including warehouse clubs and supercenters,2019-03-01,San Francisco,1129
general merchandise stores including warehouse clubs and supercenters,2019-04-01,San Francisco,1129
general merchandise stores including warehouse clubs and supercenters,2019-04-01,San Francisco,1129
general merchandise stores including warehouse clubs and supercenters,2019-04-01,San Francisco,1129
general merchandise stores including warehouse clubs and supercenters,2019-04-01,San Francisco,1129
general merchandise stores including warehouse clubs and supercenters,2019-05-01,San Francisco,1129
general merchandise stores including warehouse clubs and supercenters,2019-05-01,San Francisco,1129
general merchandise stores including warehouse clubs and supercenters,2019-05-01,San Francisco,1129
general merchandise stores including warehouse clubs and supercenters,2019-05-01,San Francisco,1129
general merchandise stores including warehouse clubs and supercenters,2019-06-01,San Francisco,1129
general merchandise stores including warehouse clubs and supercenters,2019-06-01,San Francisco,1129
general merchandise stores including warehouse clubs and supercenters,2019-06-01,San Francisco,1129
general merchandise stores including warehouse clubs and supercenters,2019-06-01,San Francisco,1129
general merchandise stores including warehouse clubs and supercenters,2019-07-01,San Francisco,1129
general merchandise stores including warehouse clubs and supercenters,2019-07-01,San Francisco,1129
general merchandise stores including warehouse clubs and supercenters,2019-07-01,San Francisco,1129
general merchandise stores including warehouse clubs and supercenters,2019-07-01,San Francisco,1129
general merchandise stores including warehouse clubs and supercenters,2019-08-01,San Francisco,1157
general merchandise stores including warehouse clubs and supercenters,2019-08-01,San Francisco,1157
general merchandise stores including warehouse clubs and supercenters,2019-08-01,San Francisco,1157
general merchandise stores including warehouse clubs and supercenters,2019-08-01,San Francisco,1157
general merchandise stores including warehouse clubs and supercenters,2019-09-01,San Francisco,1157
general merchandise stores including warehouse clubs and supercenters,2019-09-01,San Francisco,1157
general merchandise stores including warehouse clubs and supercenters,2019-09-01,San Francisco,1157
general merchandise stores including warehouse clubs and supercenters,2019-09-01,San Francisco,1157
general merchandise stores including warehouse clubs and supercenters,2019-10-01,San Francisco,1171
general merchandise stores including warehouse clubs and supercenters,2019-10-01,San Francisco,1171
general merchandise stores including warehouse clubs and supercenters,2019-10-01,San Francisco,1171
general merchandise stores including warehouse clubs and supercenters,2019-10-01,San Francisco,1171
general merchandise stores including warehouse clubs and supercenters,2019-11-01,San Francisco,1325
general merchandise stores including warehouse clubs and supercenters,2019-11-01,San Francisco,1325
general merchandise stores including warehouse clubs and supercenters,2019-11-01,San Francisco,1325
general merchandise stores including warehouse clubs and supercenters,2019-11-01,San Francisco,1325
general merchandise stores including warehouse clubs and supercenters,2019-12-01,San Francisco,1339
general merchandise stores including warehouse clubs and supercenters,2019-12-01,San Francisco,1339
general merchandise stores including warehouse clubs and supercenters,2019-12-01,San Francisco,1339
general merchandise stores including warehouse clubs and supercenters,2019-12-01,San Francisco,1339
general merchandise stores including warehouse clubs and supercenters,2019-01-01,San Joaquin,47
general merchandise stores including warehouse clubs and supercenters,2019-01-01,San Joaquin,47
general merchandise stores including warehouse clubs and supercenters,2019-01-01,San Joaquin,47
general merchandise stores including warehouse clubs and supercenters,2019-01-01,San Joaquin,47
general merchandise stores including warehouse clubs and supercenters,2019-02-01,San Joaquin,45
general merchandise stores including warehouse clubs and supercenters,2019-02-01,San Joaquin,45
general merchandise stores including warehouse clubs and supercenters,2019-02-01,San Joaquin,45
general merchandise stores including warehouse clubs and supercenters,2019-02-01,San Joaquin,45
general merchandise stores including warehouse clubs and supercenters,2019-03-01,San Joaquin,44
general merchandise stores including warehouse clubs and supercenters,2019-03-01,San Joaquin,44
general merchandise stores including warehouse clubs and supercenters,2019-03-01,San Joaquin,44
general merchandise stores including warehouse clubs and supercenters,2019-03-01,San Joaquin,44
general merchandise stores including warehouse clubs and supercenters,2019-04-01,San Joaquin,44
general merchandise stores including warehouse clubs and supercenters,2019-04-01,San Joaquin,44
general merchandise stores including warehouse clubs and supercenters,2019-04-01,San Joaquin,44
general merchandise stores including warehouse clubs and supercenters,2019-04-01,San Joaquin,44
general merchandise stores including warehouse clubs and supercenters,2019-05-01,San Joaquin,44
general merchandise stores including warehouse clubs and supercenters,2019-05-01,San Joaquin,44
general merchandise stores including warehouse clubs and supercenters,2019-05-01,San Joaquin,44
general merchandise stores including warehouse clubs and supercenters,2019-05-01,San Joaquin,44
general merchandise stores including warehouse clubs and supercenters,2019-06-01,San Joaquin,44
general merchandise stores including warehouse clubs and supercenters,2019-06-01,San Joaquin,44
general merchandise stores including warehouse clubs and supercenters,2019-06-01,San Joaquin,44
general merchandise stores including warehouse clubs and supercenters,2019-06-01,San Joaquin,44
general merchandise stores including warehouse clubs and supercenters,2019-07-01,San Joaquin,44
general merchandise stores including warehouse clubs and supercenters,2019-07-01,San Joaquin,44
general merchandise stores including warehouse clubs and supercenters,2019-07-01,San Joaquin,44
general merchandise stores including warehouse clubs and supercenters,2019-07-01,San Joaquin,44
general merchandise stores including warehouse clubs and supercenters,2019-08-01,San Joaquin,46
general merchandise stores including warehouse clubs and supercenters,2019-08-01,San Joaquin,46
general merchandise stores including warehouse clubs and supercenters,2019-08-01,San Joaquin,46
general merchandise stores including warehouse clubs and supercenters,2019-08-01,San Joaquin,46
general merchandise stores including warehouse clubs and supercenters,2019-09-01,San Joaquin,46
general merchandise stores including warehouse clubs and supercenters,2019-09-01,San Joaquin,46
general merchandise stores including warehouse clubs and supercenters,2019-09-01,San Joaquin,46
general merchandise stores including warehouse clubs and supercenters,2019-09-01,San Joaquin,46
general merchandise stores including warehouse clubs and supercenters,2019-10-01,San Joaquin,46
general merchandise stores including warehouse clubs and supercenters,2019-10-01,San Joaquin,46
general merchandise stores including warehouse clubs and supercenters,2019-10-01,San Joaquin,46
general merchandise stores including warehouse clubs and supercenters,2019-10-01,San Joaquin,46
general merchandise stores including warehouse clubs and supercenters,2019-11-01,San Joaquin,52
general merchandise stores including warehouse clubs and supercenters,2019-11-01,San Joaquin,52
general merchandise stores including warehouse clubs and supercenters,2019-11-01,San Joaquin,52
general merchandise stores including warehouse clubs and supercenters,2019-11-01,San Joaquin,52
general merchandise stores including warehouse clubs and supercenters,2019-12-01,San Joaquin,53
general merchandise stores including warehouse clubs and supercenters,2019-12-01,San Joaquin,53
general merchandise stores including warehouse clubs and supercenters,2019-12-01,San Joaquin,53
general merchandise stores including warehouse clubs and supercenters,2019-12-01,San Joaquin,53
general merchandise stores including warehouse clubs and supercenters,2019-01-01,San Luis Obispo,233
general merchandise stores including warehouse clubs and supercenters,2019-01-01,San Luis Obispo,233
general merchandise stores including warehouse clubs and supercenters,2019-01-01,San Luis Obispo,233
general merchandise stores including warehouse clubs and supercenters,2019-01-01,San Luis Obispo,233
general merchandise stores including warehouse clubs and supercenters,2019-02-01,San Luis Obispo,225
general merchandise stores including warehouse clubs and supercenters,2019-02-01,San Luis Obispo,225
general merchandise stores including warehouse clubs and supercenters,2019-02-01,San Luis Obispo,225
general merchandise stores including warehouse clubs and supercenters,2019-02-01,San Luis Obispo,225
general merchandise stores including warehouse clubs and supercenters,2019-03-01,San Luis Obispo,222
general merchandise stores including warehouse clubs and supercenters,2019-03-01,San Luis Obispo,222
general merchandise stores including warehouse clubs and supercenters,2019-03-01,San Luis Obispo,222
general merchandise stores including warehouse clubs and supercenters,2019-03-01,San Luis Obispo,222
general merchandise stores including warehouse clubs and supercenters,2019-04-01,San Luis Obispo,222
general merchandise stores including warehouse clubs and supercenters,2019-04-01,San Luis Obispo,222
general merchandise stores including warehouse clubs and supercenters,2019-04-01,San Luis Obispo,222
general merchandise stores including warehouse clubs and supercenters,2019-04-01,San Luis Obispo,222
general merchandise stores including warehouse clubs and supercenters,2019-05-01,San Luis Obispo,222
general merchandise stores including warehouse clubs and supercenters,2019-05-01,San Luis Obispo,222
general merchandise stores including warehouse clubs and supercenters,2019-05-01,San Luis Obispo,222
general merchandise stores including warehouse clubs and supercenters,2019-05-01,San Luis Obispo,222
general merchandise stores including warehouse clubs and supercenters,2019-06-01,San Luis Obispo,222
general merchandise stores including warehouse clubs and supercenters,2019-06-01,San Luis Obispo,222
general merchandise stores including warehouse clubs and supercenters,2019-06-01,San Luis Obispo,222
general merchandise stores including warehouse clubs and supercenters,2019-06-01,San Luis Obispo,222
general merchandise stores including warehouse clubs and supercenters,2019-07-01,San Luis Obispo,222
general merchandise stores including warehouse clubs and supercenters,2019-07-01,San Luis Obispo,222
general merchandise stores including warehouse clubs and supercenters,2019-07-01,San Luis Obispo,222
general merchandise stores including warehouse clubs and supercenters,2019-07-01,San Luis Obispo,222
general merchandise stores including warehouse clubs and supercenters,2019-08-01,San Luis Obispo,228
general merchandise stores including warehouse clubs and supercenters,2019-08-01,San Luis Obispo,228
general merchandise stores including warehouse clubs and supercenters,2019-08-01,San Luis Obispo,228
general merchandise stores including warehouse clubs and supercenters,2019-08-01,San Luis Obispo,228
general merchandise stores including warehouse clubs and supercenters,2019-09-01,San Luis Obispo,228
general merchandise stores including warehouse clubs and supercenters,2019-09-01,San Luis Obispo,228
general merchandise stores including warehouse clubs and supercenters,2019-09-01,San Luis Obispo,228
general merchandise stores including warehouse clubs and supercenters,2019-09-01,San Luis Obispo,228
general merchandise stores including warehouse clubs and supercenters,2019-10-01,San Luis Obispo,230
general merchandise stores including warehouse clubs and supercenters,2019-10-01,San Luis Obispo,230
general merchandise stores including warehouse clubs and supercenters,2019-10-01,San Luis Obispo,230
general merchandise stores including warehouse clubs and supercenters,2019-10-01,San Luis Obispo,230
general merchandise stores including warehouse clubs and supercenters,2019-11-01,San Luis Obispo,261
general merchandise stores including warehouse clubs and supercenters,2019-11-01,San Luis Obispo,261
general merchandise stores including warehouse clubs and supercenters,2019-11-01,San Luis Obispo,261
general merchandise stores including warehouse clubs and supercenters,2019-11-01,San Luis Obispo,261
general merchandise stores including warehouse clubs and supercenters,2019-12-01,San Luis Obispo,263
general merchandise stores including warehouse clubs and supercenters,2019-12-01,San Luis Obispo,263
general merchandise stores including warehouse clubs and supercenters,2019-12-01,San Luis Obispo,263
general merchandise stores including warehouse clubs and supercenters,2019-12-01,San Luis Obispo,263
general merchandise stores including warehouse clubs and supercenters,2019-01-01,San Mateo,1888
general merchandise stores including warehouse clubs and supercenters,2019-01-01,San Mateo,1888
general merchandise stores including warehouse clubs and supercenters,2019-01-01,San Mateo,1888
general merchandise stores including warehouse clubs and supercenters,2019-01-01,San Mateo,1888
general merchandise stores including warehouse clubs and supercenters,2019-02-01,San Mateo,1821
general merchandise stores including warehouse clubs and supercenters,2019-02-01,San Mateo,1821
general merchandise stores including warehouse clubs and supercenters,2019-02-01,San Mateo,1821
general merchandise stores including warehouse clubs and supercenters,2019-02-01,San Mateo,1821
general merchandise stores including warehouse clubs and supercenters,2019-03-01,San Mateo,1799
general merchandise stores including warehouse clubs and supercenters,2019-03-01,San Mateo,1799
general merchandise stores including warehouse clubs and supercenters,2019-03-01,San Mateo,1799
general merchandise stores including warehouse clubs and supercenters,2019-03-01,San Mateo,1799
general merchandise stores including warehouse clubs and supercenters,2019-04-01,San Mateo,1799
general merchandise stores including warehouse clubs and supercenters,2019-04-01,San Mateo,1799
general merchandise stores including warehouse clubs and supercenters,2019-04-01,San Mateo,1799
general merchandise stores including warehouse clubs and supercenters,2019-04-01,San Mateo,1799
general merchandise stores including warehouse clubs and supercenters,2019-05-01,San Mateo,1799
general merchandise stores including warehouse clubs and supercenters,2019-05-01,San Mateo,1799
general merchandise stores including warehouse clubs and supercenters,2019-05-01,San Mateo,1799
general merchandise stores including warehouse clubs and supercenters,2019-05-01,San Mateo,1799
general merchandise stores including warehouse clubs and supercenters,2019-06-01,San Mateo,1799
general merchandise stores including warehouse clubs and supercenters,2019-06-01,San Mateo,1799
general merchandise stores including warehouse clubs and supercenters,2019-06-01,San Mateo,1799
general merchandise stores including warehouse clubs and supercenters,2019-06-01,San Mateo,1799
general merchandise stores including warehouse clubs and supercenters,2019-07-01,San Mateo,1799
general merchandise stores including warehouse clubs and supercenters,2019-07-01,San Mateo,1799
general merchandise stores including warehouse clubs and supercenters,2019-07-01,San Mateo,1799
general merchandise stores including warehouse clubs and supercenters,2019-07-01,San Mateo,1799
general merchandise stores including warehouse clubs and supercenters,2019-08-01,San Mateo,1843
general merchandise stores including warehouse clubs and supercenters,2019-08-01,San Mateo,1843
general merchandise stores including warehouse clubs and supercenters,2019-08-01,San Mateo,1843
general merchandise stores including warehouse clubs and supercenters,2019-08-01,San Mateo,1843
general merchandise stores including warehouse clubs and supercenters,2019-09-01,San Mateo,1843
general merchandise stores including warehouse clubs and supercenters,2019-09-01,San Mateo,1843
general merchandise stores including warehouse clubs and supercenters,2019-09-01,San Mateo,1843
general merchandise stores including warehouse clubs and supercenters,2019-09-01,San Mateo,1843
general merchandise stores including warehouse clubs and supercenters,2019-10-01,San Mateo,1866
general merchandise stores including warehouse clubs and supercenters,2019-10-01,San Mateo,1866
general merchandise stores including warehouse clubs and supercenters,2019-10-01,San Mateo,1866
general merchandise stores including warehouse clubs and supercenters,2019-10-01,San Mateo,1866
general merchandise stores including warehouse clubs and supercenters,2019-11-01,San Mateo,2110
general merchandise stores including warehouse clubs and supercenters,2019-11-01,San Mateo,2110
general merchandise stores including warehouse clubs and supercenters,2019-11-01,San Mateo,2110
general merchandise stores including warehouse clubs and supercenters,2019-11-01,San Mateo,2110
general merchandise stores including warehouse clubs and supercenters,2019-12-01,San Mateo,2132
general merchandise stores including warehouse clubs and supercenters,2019-12-01,San Mateo,2132
general merchandise stores including warehouse clubs and supercenters,2019-12-01,San Mateo,2132
general merchandise stores including warehouse clubs and supercenters,2019-12-01,San Mateo,2132
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Santa Barbara,212
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Santa Barbara,212
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Santa Barbara,212
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Santa Barbara,212
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Santa Barbara,205
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Santa Barbara,205
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Santa Barbara,205
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Santa Barbara,205
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Santa Barbara,202
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Santa Barbara,202
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Santa Barbara,202
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Santa Barbara,202
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Santa Barbara,202
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Santa Barbara,202
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Santa Barbara,202
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Santa Barbara,202
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Santa Barbara,202
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Santa Barbara,202
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Santa Barbara,202
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Santa Barbara,202
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Santa Barbara,202
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Santa Barbara,202
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Santa Barbara,202
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Santa Barbara,202
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Santa Barbara,202
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Santa Barbara,202
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Santa Barbara,202
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Santa Barbara,202
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Santa Barbara,207
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Santa Barbara,207
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Santa Barbara,207
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Santa Barbara,207
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Santa Barbara,207
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Santa Barbara,207
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Santa Barbara,207
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Santa Barbara,207
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Santa Barbara,210
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Santa Barbara,210
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Santa Barbara,210
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Santa Barbara,210
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Santa Barbara,238
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Santa Barbara,238
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Santa Barbara,238
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Santa Barbara,238
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Santa Barbara,240
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Santa Barbara,240
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Santa Barbara,240
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Santa Barbara,240
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Santa Clara,821
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Santa Clara,821
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Santa Clara,821
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Santa Clara,821
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Santa Clara,792
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Santa Clara,792
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Santa Clara,792
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Santa Clara,792
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Santa Clara,782
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Santa Clara,782
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Santa Clara,782
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Santa Clara,782
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Santa Clara,782
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Santa Clara,782
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Santa Clara,782
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Santa Clara,782
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Santa Clara,782
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Santa Clara,782
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Santa Clara,782
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Santa Clara,782
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Santa Clara,782
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Santa Clara,782
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Santa Clara,782
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Santa Clara,782
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Santa Clara,782
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Santa Clara,782
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Santa Clara,782
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Santa Clara,782
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Santa Clara,802
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Santa Clara,802
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Santa Clara,802
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Santa Clara,802
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Santa Clara,802
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Santa Clara,802
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Santa Clara,802
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Santa Clara,802
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Santa Clara,811
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Santa Clara,811
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Santa Clara,811
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Santa Clara,811
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Santa Clara,917
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Santa Clara,917
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Santa Clara,917
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Santa Clara,917
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Santa Clara,927
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Santa Clara,927
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Santa Clara,927
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Santa Clara,927
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Santa Cruz,212
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Santa Cruz,212
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Santa Cruz,212
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Santa Cruz,212
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Santa Cruz,205
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Santa Cruz,205
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Santa Cruz,205
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Santa Cruz,205
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Santa Cruz,202
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Santa Cruz,202
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Santa Cruz,202
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Santa Cruz,202
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Santa Cruz,202
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Santa Cruz,202
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Santa Cruz,202
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Santa Cruz,202
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Santa Cruz,202
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Santa Cruz,202
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Santa Cruz,202
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Santa Cruz,202
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Santa Cruz,202
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Santa Cruz,202
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Santa Cruz,202
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Santa Cruz,202
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Santa Cruz,202
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Santa Cruz,202
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Santa Cruz,202
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Santa Cruz,202
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Santa Cruz,207
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Santa Cruz,207
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Santa Cruz,207
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Santa Cruz,207
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Santa Cruz,207
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Santa Cruz,207
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Santa Cruz,207
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Santa Cruz,207
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Santa Cruz,210
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Santa Cruz,210
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Santa Cruz,210
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Santa Cruz,210
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Santa Cruz,238
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Santa Cruz,238
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Santa Cruz,238
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Santa Cruz,238
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Santa Cruz,240
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Santa Cruz,240
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Santa Cruz,240
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Santa Cruz,240
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Shasta,660
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Shasta,660
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Shasta,660
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Shasta,660
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Shasta,636
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Shasta,636
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Shasta,636
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Shasta,636
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Shasta,629
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Shasta,629
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Shasta,629
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Shasta,629
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Shasta,629
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Shasta,629
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Shasta,629
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Shasta,629
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Shasta,629
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Shasta,629
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Shasta,629
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Shasta,629
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Shasta,629
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Shasta,629
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Shasta,629
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Shasta,629
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Shasta,629
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Shasta,629
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Shasta,629
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Shasta,629
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Shasta,644
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Shasta,644
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Shasta,644
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Shasta,644
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Shasta,644
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Shasta,644
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Shasta,644
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Shasta,644
