Industry,Date,County,High Wage Count,Cost of Living,Employment Count,Output Race
elementary and secondary schools,2019-12-01,Los Angeles,115,80216,907.4195071286941,Multiracial
elementary and secondary schools,2019-12-01,Los Angeles,115,80216,907.4195071286941,Multiracial
employment services,2019-01-01,Los Angeles,761,80216,3948.723747980614,Multiracial
employment services,2019-01-01,Los Angeles,761,80216,3948.723747980614,Multiracial
employment services,2019-02-01,Los Angeles,768,80216,3983.327948303716,Multiracial
employment services,2019-02-01,Los Angeles,768,80216,3983.327948303716,Multiracial
employment services,2019-03-01,Los Angeles,782,80216,4056.381260096931,Multiracial
employment services,2019-03-01,Los Angeles,782,80216,4056.381260096931,Multiracial
employment services,2019-04-01,Los Angeles,742,80216,3848.7560581583202,Multiracial
employment services,2019-04-01,Los Angeles,742,80216,3848.7560581583202,Multiracial
employment services,2019-05-01,Los Angeles,753,80216,3910.2746365105013,Multiracial
employment services,2019-05-01,Los Angeles,753,80216,3910.2746365105013,Multiracial
employment services,2019-06-01,Los Angeles,771,80216,3998.707592891761,Multiracial
employment services,2019-06-01,Los Angeles,771,80216,3998.707592891761,Multiracial
employment services,2019-07-01,Los Angeles,764,80216,3964.1033925686593,Multiracial
employment services,2019-07-01,Los Angeles,764,80216,3964.1033925686593,Multiracial
employment services,2019-08-01,Los Angeles,794,80216,4121.744749596123,Multiracial
employment services,2019-08-01,Los Angeles,794,80216,4121.744749596123,Multiracial
employment services,2019-09-01,Los Angeles,791,80216,4102.520193861066,Multiracial
employment services,2019-09-01,Los Angeles,791,80216,4102.520193861066,Multiracial
employment services,2019-10-01,Los Angeles,779,80216,4041.0016155088856,Multiracial
employment services,2019-10-01,Los Angeles,779,80216,4041.0016155088856,Multiracial
employment services,2019-11-01,Los Angeles,796,80216,4129.434571890146,Multiracial
employment services,2019-11-01,Los Angeles,796,80216,4129.434571890146,Multiracial
employment services,2019-12-01,Los Angeles,796,80216,4133.279483037157,Multiracial
employment services,2019-12-01,Los Angeles,796,80216,4133.279483037157,Multiracial
furniture and related products manufacturing,2019-01-01,Los Angeles,30,80216,59.92092402648963,Multiracial
furniture and related products manufacturing,2019-01-01,Los Angeles,30,80216,59.92092402648963,Multiracial
furniture and related products manufacturing,2019-01-01,Los Angeles,30,80216,59.92092402648963,Multiracial
furniture and related products manufacturing,2019-01-01,Los Angeles,30,80216,59.92092402648963,Multiracial
furniture and related products manufacturing,2019-02-01,Los Angeles,30,80216,59.92092402648963,Multiracial
furniture and related products manufacturing,2019-02-01,Los Angeles,30,80216,59.92092402648963,Multiracial
furniture and related products manufacturing,2019-02-01,Los Angeles,30,80216,59.92092402648963,Multiracial
furniture and related products manufacturing,2019-02-01,Los Angeles,30,80216,59.92092402648963,Multiracial
furniture and related products manufacturing,2019-03-01,Los Angeles,30,80216,59.92092402648963,Multiracial
furniture and related products manufacturing,2019-03-01,Los Angeles,30,80216,59.92092402648963,Multiracial
furniture and related products manufacturing,2019-03-01,Los Angeles,30,80216,59.92092402648963,Multiracial
furniture and related products manufacturing,2019-03-01,Los Angeles,30,80216,59.92092402648963,Multiracial
furniture and related products manufacturing,2019-04-01,Los Angeles,29,80216,58.42290092582739,Multiracial
furniture and related products manufacturing,2019-04-01,Los Angeles,29,80216,58.42290092582739,Multiracial
furniture and related products manufacturing,2019-04-01,Los Angeles,29,80216,58.42290092582739,Multiracial
furniture and related products manufacturing,2019-04-01,Los Angeles,29,80216,58.42290092582739,Multiracial
furniture and related products manufacturing,2019-05-01,Los Angeles,29,80216,58.42290092582739,Multiracial
furniture and related products manufacturing,2019-05-01,Los Angeles,29,80216,58.42290092582739,Multiracial
furniture and related products manufacturing,2019-05-01,Los Angeles,29,80216,58.42290092582739,Multiracial
furniture and related products manufacturing,2019-05-01,Los Angeles,29,80216,58.42290092582739,Multiracial
furniture and related products manufacturing,2019-06-01,Los Angeles,29,80216,57.673889375496266,Multiracial
furniture and related products manufacturing,2019-06-01,Los Angeles,29,80216,57.673889375496266,Multiracial
furniture and related products manufacturing,2019-06-01,Los Angeles,29,80216,57.673889375496266,Multiracial
furniture and related products manufacturing,2019-06-01,Los Angeles,29,80216,57.673889375496266,Multiracial
furniture and related products manufacturing,2019-07-01,Los Angeles,28,80216,56.17586627483403,Multiracial
furniture and related products manufacturing,2019-07-01,Los Angeles,28,80216,56.17586627483403,Multiracial
furniture and related products manufacturing,2019-07-01,Los Angeles,28,80216,56.17586627483403,Multiracial
furniture and related products manufacturing,2019-07-01,Los Angeles,28,80216,56.17586627483403,Multiracial
furniture and related products manufacturing,2019-08-01,Los Angeles,28,80216,56.17586627483403,Multiracial
furniture and related products manufacturing,2019-08-01,Los Angeles,28,80216,56.17586627483403,Multiracial
furniture and related products manufacturing,2019-08-01,Los Angeles,28,80216,56.17586627483403,Multiracial
furniture and related products manufacturing,2019-08-01,Los Angeles,28,80216,56.17586627483403,Multiracial
furniture and related products manufacturing,2019-09-01,Los Angeles,28,80216,54.67784317417179,Multiracial
furniture and related products manufacturing,2019-09-01,Los Angeles,28,80216,54.67784317417179,Multiracial
furniture and related products manufacturing,2019-09-01,Los Angeles,28,80216,54.67784317417179,Multiracial
furniture and related products manufacturing,2019-09-01,Los Angeles,28,80216,54.67784317417179,Multiracial
furniture and related products manufacturing,2019-10-01,Los Angeles,27,80216,53.928831623840665,Multiracial
furniture and related products manufacturing,2019-10-01,Los Angeles,27,80216,53.928831623840665,Multiracial
furniture and related products manufacturing,2019-10-01,Los Angeles,27,80216,53.928831623840665,Multiracial
furniture and related products manufacturing,2019-10-01,Los Angeles,27,80216,53.928831623840665,Multiracial
furniture and related products manufacturing,2019-11-01,Los Angeles,27,80216,53.928831623840665,Multiracial
furniture and related products manufacturing,2019-11-01,Los Angeles,27,80216,53.928831623840665,Multiracial
furniture and related products manufacturing,2019-11-01,Los Angeles,27,80216,53.928831623840665,Multiracial
furniture and related products manufacturing,2019-11-01,Los Angeles,27,80216,53.928831623840665,Multiracial
furniture and related products manufacturing,2019-12-01,Los Angeles,27,80216,53.179820073509546,Multiracial
furniture and related products manufacturing,2019-12-01,Los Angeles,27,80216,53.179820073509546,Multiracial
furniture and related products manufacturing,2019-12-01,Los Angeles,27,80216,53.179820073509546,Multiracial
furniture and related products manufacturing,2019-12-01,Los Angeles,27,80216,53.179820073509546,Multiracial
gasoline stations,2019-01-01,Los Angeles,51,80216,309.8133670748791,Multiracial
gasoline stations,2019-01-01,Los Angeles,51,80216,309.8133670748791,Multiracial
gasoline stations,2019-02-01,Los Angeles,52,80216,314.93424917529035,Multiracial
gasoline stations,2019-02-01,Los Angeles,52,80216,314.93424917529035,Multiracial
gasoline stations,2019-03-01,Los Angeles,52,80216,317.49469022549596,Multiracial
gasoline stations,2019-03-01,Los Angeles,52,80216,317.49469022549596,Multiracial
gasoline stations,2019-04-01,Los Angeles,52,80216,312.37380812508474,Multiracial
gasoline stations,2019-04-01,Los Angeles,52,80216,312.37380812508474,Multiracial
gasoline stations,2019-05-01,Los Angeles,52,80216,312.37380812508474,Multiracial
gasoline stations,2019-05-01,Los Angeles,52,80216,312.37380812508474,Multiracial
gasoline stations,2019-06-01,Los Angeles,52,80216,314.93424917529035,Multiracial
gasoline stations,2019-06-01,Los Angeles,52,80216,314.93424917529035,Multiracial
gasoline stations,2019-07-01,Los Angeles,52,80216,314.93424917529035,Multiracial
gasoline stations,2019-07-01,Los Angeles,52,80216,314.93424917529035,Multiracial
gasoline stations,2019-08-01,Los Angeles,52,80216,317.49469022549596,Multiracial
gasoline stations,2019-08-01,Los Angeles,52,80216,317.49469022549596,Multiracial
gasoline stations,2019-09-01,Los Angeles,52,80216,317.49469022549596,Multiracial
gasoline stations,2019-09-01,Los Angeles,52,80216,317.49469022549596,Multiracial
gasoline stations,2019-10-01,Los Angeles,52,80216,312.37380812508474,Multiracial
gasoline stations,2019-10-01,Los Angeles,52,80216,312.37380812508474,Multiracial
gasoline stations,2019-11-01,Los Angeles,52,80216,314.93424917529035,Multiracial
gasoline stations,2019-11-01,Los Angeles,52,80216,314.93424917529035,Multiracial
gasoline stations,2019-12-01,Los Angeles,52,80216,314.93424917529035,Multiracial
gasoline stations,2019-12-01,Los Angeles,52,80216,314.93424917529035,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Los Angeles,169,80216,2278.9474302036665,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Los Angeles,169,80216,2278.9474302036665,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Los Angeles,169,80216,2278.9474302036665,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Los Angeles,169,80216,2278.9474302036665,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Los Angeles,169,80216,2278.9474302036665,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Los Angeles,169,80216,2278.9474302036665,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Los Angeles,169,80216,2278.9474302036665,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Los Angeles,169,80216,2278.9474302036665,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Los Angeles,159,80216,2139.750357052022,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Los Angeles,159,80216,2139.750357052022,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Los Angeles,159,80216,2139.750357052022,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Los Angeles,159,80216,2139.750357052022,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Los Angeles,159,80216,2139.750357052022,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Los Angeles,159,80216,2139.750357052022,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Los Angeles,159,80216,2139.750357052022,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Los Angeles,159,80216,2139.750357052022,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Los Angeles,157,80216,2110.616085927259,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Los Angeles,157,80216,2110.616085927259,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Los Angeles,157,80216,2110.616085927259,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Los Angeles,157,80216,2110.616085927259,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Los Angeles,157,80216,2110.616085927259,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Los Angeles,157,80216,2110.616085927259,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Los Angeles,157,80216,2110.616085927259,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Los Angeles,157,80216,2110.616085927259,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Los Angeles,156,80216,2097.6675209829205,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Los Angeles,156,80216,2097.6675209829205,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Los Angeles,156,80216,2097.6675209829205,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Los Angeles,156,80216,2097.6675209829205,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Los Angeles,156,80216,2097.6675209829205,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Los Angeles,156,80216,2097.6675209829205,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Los Angeles,156,80216,2097.6675209829205,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Los Angeles,156,80216,2097.6675209829205,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Los Angeles,155,80216,2087.956097274666,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Los Angeles,155,80216,2087.956097274666,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Los Angeles,155,80216,2087.956097274666,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Los Angeles,155,80216,2087.956097274666,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Los Angeles,155,80216,2087.956097274666,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Los Angeles,155,80216,2087.956097274666,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Los Angeles,155,80216,2087.956097274666,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Los Angeles,155,80216,2087.956097274666,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Los Angeles,155,80216,2084.7189560385814,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Los Angeles,155,80216,2084.7189560385814,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Los Angeles,155,80216,2084.7189560385814,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Los Angeles,155,80216,2084.7189560385814,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Los Angeles,155,80216,2084.7189560385814,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Los Angeles,155,80216,2084.7189560385814,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Los Angeles,155,80216,2084.7189560385814,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Los Angeles,155,80216,2084.7189560385814,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Los Angeles,156,80216,2100.904662219005,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Los Angeles,156,80216,2100.904662219005,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Los Angeles,156,80216,2100.904662219005,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Los Angeles,156,80216,2100.904662219005,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Los Angeles,156,80216,2100.904662219005,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Los Angeles,156,80216,2100.904662219005,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Los Angeles,156,80216,2100.904662219005,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Los Angeles,156,80216,2100.904662219005,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Los Angeles,158,80216,2133.2760745798523,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Los Angeles,158,80216,2133.2760745798523,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Los Angeles,158,80216,2133.2760745798523,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Los Angeles,158,80216,2133.2760745798523,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Los Angeles,158,80216,2133.2760745798523,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Los Angeles,158,80216,2133.2760745798523,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Los Angeles,158,80216,2133.2760745798523,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Los Angeles,158,80216,2133.2760745798523,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Los Angeles,159,80216,2136.513215815937,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Los Angeles,159,80216,2136.513215815937,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Los Angeles,159,80216,2136.513215815937,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Los Angeles,159,80216,2136.513215815937,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Los Angeles,159,80216,2136.513215815937,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Los Angeles,159,80216,2136.513215815937,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Los Angeles,159,80216,2136.513215815937,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Los Angeles,159,80216,2136.513215815937,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Los Angeles,163,80216,2194.781758065463,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Los Angeles,163,80216,2194.781758065463,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Los Angeles,163,80216,2194.781758065463,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Los Angeles,163,80216,2194.781758065463,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Los Angeles,163,80216,2194.781758065463,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Los Angeles,163,80216,2194.781758065463,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Los Angeles,163,80216,2194.781758065463,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Los Angeles,163,80216,2194.781758065463,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Los Angeles,184,80216,2476.4130456048365,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Los Angeles,184,80216,2476.4130456048365,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Los Angeles,184,80216,2476.4130456048365,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Los Angeles,184,80216,2476.4130456048365,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Los Angeles,184,80216,2476.4130456048365,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Los Angeles,184,80216,2476.4130456048365,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Los Angeles,184,80216,2476.4130456048365,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Los Angeles,184,80216,2476.4130456048365,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Los Angeles,186,80216,2505.547316729599,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Los Angeles,186,80216,2505.547316729599,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Los Angeles,186,80216,2505.547316729599,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Los Angeles,186,80216,2505.547316729599,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Los Angeles,186,80216,2505.547316729599,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Los Angeles,186,80216,2505.547316729599,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Los Angeles,186,80216,2505.547316729599,Multiracial
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Los Angeles,186,80216,2505.547316729599,Multiracial
grocery and related product merchant wholesalers,2019-01-01,Los Angeles,0,80216,727.0198774619062,Multiracial
grocery and related product merchant wholesalers,2019-01-01,Los Angeles,0,80216,727.0198774619062,Multiracial
grocery and related product merchant wholesalers,2019-02-01,Los Angeles,0,80216,730.6459117634619,Multiracial
grocery and related product merchant wholesalers,2019-02-01,Los Angeles,0,80216,730.6459117634619,Multiracial
grocery and related product merchant wholesalers,2019-03-01,Los Angeles,0,80216,730.6459117634619,Multiracial
grocery and related product merchant wholesalers,2019-03-01,Los Angeles,0,80216,730.6459117634619,Multiracial
grocery and related product merchant wholesalers,2019-04-01,Los Angeles,0,80216,730.6459117634619,Multiracial
grocery and related product merchant wholesalers,2019-04-01,Los Angeles,0,80216,730.6459117634619,Multiracial
grocery and related product merchant wholesalers,2019-05-01,Los Angeles,0,80216,734.2719460650175,Multiracial
grocery and related product merchant wholesalers,2019-05-01,Los Angeles,0,80216,734.2719460650175,Multiracial
grocery and related product merchant wholesalers,2019-06-01,Los Angeles,0,80216,741.5240146681288,Multiracial
grocery and related product merchant wholesalers,2019-06-01,Los Angeles,0,80216,741.5240146681288,Multiracial
grocery and related product merchant wholesalers,2019-07-01,Los Angeles,0,80216,734.2719460650175,Multiracial
grocery and related product merchant wholesalers,2019-07-01,Los Angeles,0,80216,734.2719460650175,Multiracial
grocery and related product merchant wholesalers,2019-08-01,Los Angeles,0,80216,734.2719460650175,Multiracial
grocery and related product merchant wholesalers,2019-08-01,Los Angeles,0,80216,734.2719460650175,Multiracial
grocery and related product merchant wholesalers,2019-09-01,Los Angeles,0,80216,736.0849632157953,Multiracial
grocery and related product merchant wholesalers,2019-09-01,Los Angeles,0,80216,736.0849632157953,Multiracial
grocery and related product merchant wholesalers,2019-10-01,Los Angeles,0,80216,737.897980366573,Multiracial
grocery and related product merchant wholesalers,2019-10-01,Los Angeles,0,80216,737.897980366573,Multiracial
grocery and related product merchant wholesalers,2019-11-01,Los Angeles,0,80216,739.710997517351,Multiracial
grocery and related product merchant wholesalers,2019-11-01,Los Angeles,0,80216,739.710997517351,Multiracial
grocery and related product merchant wholesalers,2019-12-01,Los Angeles,0,80216,745.1500489696843,Multiracial
grocery and related product merchant wholesalers,2019-12-01,Los Angeles,0,80216,745.1500489696843,Multiracial
independent artists writers and performers,2019-01-01,Los Angeles,80,80216,459.25509497749374,Multiracial
independent artists writers and performers,2019-01-01,Los Angeles,80,80216,459.25509497749374,Multiracial
independent artists writers and performers,2019-01-01,Los Angeles,80,80216,459.25509497749374,Multiracial
independent artists writers and performers,2019-01-01,Los Angeles,80,80216,459.25509497749374,Multiracial
independent artists writers and performers,2019-02-01,Los Angeles,81,80216,467.9202854487672,Multiracial
independent artists writers and performers,2019-02-01,Los Angeles,81,80216,467.9202854487672,Multiracial
independent artists writers and performers,2019-02-01,Los Angeles,81,80216,467.9202854487672,Multiracial
independent artists writers and performers,2019-02-01,Los Angeles,81,80216,467.9202854487672,Multiracial
independent artists writers and performers,2019-03-01,Los Angeles,79,80216,454.922499741857,Multiracial
independent artists writers and performers,2019-03-01,Los Angeles,79,80216,454.922499741857,Multiracial
independent artists writers and performers,2019-03-01,Los Angeles,79,80216,454.922499741857,Multiracial
independent artists writers and performers,2019-03-01,Los Angeles,79,80216,454.922499741857,Multiracial
independent artists writers and performers,2019-04-01,Los Angeles,83,80216,476.58547592004066,Multiracial
independent artists writers and performers,2019-04-01,Los Angeles,83,80216,476.58547592004066,Multiracial
independent artists writers and performers,2019-04-01,Los Angeles,83,80216,476.58547592004066,Multiracial
independent artists writers and performers,2019-04-01,Los Angeles,83,80216,476.58547592004066,Multiracial
independent artists writers and performers,2019-05-01,Los Angeles,85,80216,489.58326162695084,Multiracial
independent artists writers and performers,2019-05-01,Los Angeles,85,80216,489.58326162695084,Multiracial
independent artists writers and performers,2019-05-01,Los Angeles,85,80216,489.58326162695084,Multiracial
independent artists writers and performers,2019-05-01,Los Angeles,85,80216,489.58326162695084,Multiracial
independent artists writers and performers,2019-06-01,Los Angeles,83,80216,480.9180711556774,Multiracial
independent artists writers and performers,2019-06-01,Los Angeles,83,80216,480.9180711556774,Multiracial
independent artists writers and performers,2019-06-01,Los Angeles,83,80216,480.9180711556774,Multiracial
independent artists writers and performers,2019-06-01,Los Angeles,83,80216,480.9180711556774,Multiracial
independent artists writers and performers,2019-07-01,Los Angeles,85,80216,489.58326162695084,Multiracial
independent artists writers and performers,2019-07-01,Los Angeles,85,80216,489.58326162695084,Multiracial
independent artists writers and performers,2019-07-01,Los Angeles,85,80216,489.58326162695084,Multiracial
independent artists writers and performers,2019-07-01,Los Angeles,85,80216,489.58326162695084,Multiracial
independent artists writers and performers,2019-08-01,Los Angeles,86,80216,493.9158568625876,Multiracial
independent artists writers and performers,2019-08-01,Los Angeles,86,80216,493.9158568625876,Multiracial
independent artists writers and performers,2019-08-01,Los Angeles,86,80216,493.9158568625876,Multiracial
independent artists writers and performers,2019-08-01,Los Angeles,86,80216,493.9158568625876,Multiracial
independent artists writers and performers,2019-09-01,Los Angeles,83,80216,480.9180711556774,Multiracial
independent artists writers and performers,2019-09-01,Los Angeles,83,80216,480.9180711556774,Multiracial
independent artists writers and performers,2019-09-01,Los Angeles,83,80216,480.9180711556774,Multiracial
independent artists writers and performers,2019-09-01,Los Angeles,83,80216,480.9180711556774,Multiracial
independent artists writers and performers,2019-10-01,Los Angeles,108,80216,623.8937139316896,Multiracial
independent artists writers and performers,2019-10-01,Los Angeles,108,80216,623.8937139316896,Multiracial
independent artists writers and performers,2019-10-01,Los Angeles,108,80216,623.8937139316896,Multiracial
independent artists writers and performers,2019-10-01,Los Angeles,108,80216,623.8937139316896,Multiracial
independent artists writers and performers,2019-11-01,Los Angeles,110,80216,632.5589044029631,Multiracial
independent artists writers and performers,2019-11-01,Los Angeles,110,80216,632.5589044029631,Multiracial
independent artists writers and performers,2019-11-01,Los Angeles,110,80216,632.5589044029631,Multiracial
independent artists writers and performers,2019-11-01,Los Angeles,110,80216,632.5589044029631,Multiracial
independent artists writers and performers,2019-12-01,Los Angeles,129,80216,740.8737852938814,Multiracial
independent artists writers and performers,2019-12-01,Los Angeles,129,80216,740.8737852938814,Multiracial
independent artists writers and performers,2019-12-01,Los Angeles,129,80216,740.8737852938814,Multiracial
independent artists writers and performers,2019-12-01,Los Angeles,129,80216,740.8737852938814,Multiracial
individual and family services,2019-01-01,Los Angeles,227,80216,6811.0013451852865,Multiracial
individual and family services,2019-01-01,Los Angeles,227,80216,6811.0013451852865,Multiracial
individual and family services,2019-01-01,Los Angeles,227,80216,6811.0013451852865,Multiracial
individual and family services,2019-01-01,Los Angeles,227,80216,6811.0013451852865,Multiracial
individual and family services,2019-02-01,Los Angeles,227,80216,6834.681488932128,Multiracial
individual and family services,2019-02-01,Los Angeles,227,80216,6834.681488932128,Multiracial
individual and family services,2019-02-01,Los Angeles,227,80216,6834.681488932128,Multiracial
individual and family services,2019-02-01,Los Angeles,227,80216,6834.681488932128,Multiracial
individual and family services,2019-03-01,Los Angeles,228,80216,6846.521560805549,Multiracial
individual and family services,2019-03-01,Los Angeles,228,80216,6846.521560805549,Multiracial
individual and family services,2019-03-01,Los Angeles,228,80216,6846.521560805549,Multiracial
individual and family services,2019-03-01,Los Angeles,228,80216,6846.521560805549,Multiracial
individual and family services,2019-04-01,Los Angeles,228,80216,6852.441596742259,Multiracial
individual and family services,2019-04-01,Los Angeles,228,80216,6852.441596742259,Multiracial
individual and family services,2019-04-01,Los Angeles,228,80216,6852.441596742259,Multiracial
individual and family services,2019-04-01,Los Angeles,228,80216,6852.441596742259,Multiracial
individual and family services,2019-05-01,Los Angeles,229,80216,6882.041776425811,Multiracial
individual and family services,2019-05-01,Los Angeles,229,80216,6882.041776425811,Multiracial
individual and family services,2019-05-01,Los Angeles,229,80216,6882.041776425811,Multiracial
individual and family services,2019-05-01,Los Angeles,229,80216,6882.041776425811,Multiracial
individual and family services,2019-06-01,Los Angeles,229,80216,6885.001794394167,Multiracial
individual and family services,2019-06-01,Los Angeles,229,80216,6885.001794394167,Multiracial
individual and family services,2019-06-01,Los Angeles,229,80216,6885.001794394167,Multiracial
individual and family services,2019-06-01,Los Angeles,229,80216,6885.001794394167,Multiracial
individual and family services,2019-07-01,Los Angeles,231,80216,6935.322099856205,Multiracial
individual and family services,2019-07-01,Los Angeles,231,80216,6935.322099856205,Multiracial
individual and family services,2019-07-01,Los Angeles,231,80216,6935.322099856205,Multiracial
individual and family services,2019-07-01,Los Angeles,231,80216,6935.322099856205,Multiracial
individual and family services,2019-08-01,Los Angeles,232,80216,6967.882297508111,Multiracial
individual and family services,2019-08-01,Los Angeles,232,80216,6967.882297508111,Multiracial
individual and family services,2019-08-01,Los Angeles,232,80216,6967.882297508111,Multiracial
individual and family services,2019-08-01,Los Angeles,232,80216,6967.882297508111,Multiracial
individual and family services,2019-09-01,Los Angeles,232,80216,6979.722369381532,Multiracial
individual and family services,2019-09-01,Los Angeles,232,80216,6979.722369381532,Multiracial
individual and family services,2019-09-01,Los Angeles,232,80216,6979.722369381532,Multiracial
individual and family services,2019-09-01,Los Angeles,232,80216,6979.722369381532,Multiracial
