Industry,Date,Region,High Wage Count,Employment Count,Cost of Living,Region Population,Year
administrative and support and waste services,2018-06-01,Inland Empire,20094,100000.0,62623,4560470,2018
administrative and support and waste services,2018-07-01,Inland Empire,20234,100700.0,62623,4560470,2018
administrative and support and waste services,2018-08-01,Inland Empire,20495,102000.0,62623,4560470,2018
administrative and support and waste services,2018-09-01,Inland Empire,20696,103000.0,62623,4560470,2018
administrative and support and waste services,2018-10-01,Inland Empire,20917,104100.0,62623,4560470,2018
administrative and support and waste services,2018-11-01,Inland Empire,20917,104100.0,62623,4560470,2018
administrative and support and waste services,2018-12-01,Inland Empire,20797,103500.0,62623,4560470,2018
arts entertainment and recreation,2018-01-01,Inland Empire,4286,21200.0,62623,4560470,2018
arts entertainment and recreation,2018-02-01,Inland Empire,4265,21100.0,62623,4560470,2018
arts entertainment and recreation,2018-03-01,Inland Empire,4286,21200.0,62623,4560470,2018
arts entertainment and recreation,2018-04-01,Inland Empire,4063,20100.0,62623,4560470,2018
arts entertainment and recreation,2018-05-01,Inland Empire,3982,19700.0,62623,4560470,2018
arts entertainment and recreation,2018-06-01,Inland Empire,3740,18500.0,62623,4560470,2018
arts entertainment and recreation,2018-07-01,Inland Empire,3659,18100.0,62623,4560470,2018
arts entertainment and recreation,2018-08-01,Inland Empire,3659,18100.0,62623,4560470,2018
arts entertainment and recreation,2018-09-01,Inland Empire,3639,18000.0,62623,4560470,2018
arts entertainment and recreation,2018-10-01,Inland Empire,3800,18800.0,62623,4560470,2018
arts entertainment and recreation,2018-11-01,Inland Empire,4185,20700.0,62623,4560470,2018
arts entertainment and recreation,2018-12-01,Inland Empire,4387,21700.0,62623,4560470,2018
construction,2018-01-01,Inland Empire,30321,98800.0,62623,4560470,2018
construction,2018-02-01,Inland Empire,31211,101700.0,62623,4560470,2018
construction,2018-03-01,Inland Empire,31211,101700.0,62623,4560470,2018
construction,2018-04-01,Inland Empire,31825,103700.0,62623,4560470,2018
construction,2018-05-01,Inland Empire,32254,105100.0,62623,4560470,2018
construction,2018-06-01,Inland Empire,32807,106900.0,62623,4560470,2018
construction,2018-07-01,Inland Empire,33022,107600.0,62623,4560470,2018
construction,2018-08-01,Inland Empire,33267,108400.0,62623,4560470,2018
construction,2018-09-01,Inland Empire,33114,107900.0,62623,4560470,2018
construction,2018-10-01,Inland Empire,33175,108100.0,62623,4560470,2018
construction,2018-11-01,Inland Empire,32745,106700.0,62623,4560470,2018
construction,2018-12-01,Inland Empire,32439,105700.0,62623,4560470,2018
durable goods,2018-01-01,Inland Empire,23486,63900.0,62623,4560470,2018
durable goods,2018-02-01,Inland Empire,23743,64600.0,62623,4560470,2018
durable goods,2018-03-01,Inland Empire,23817,64800.0,62623,4560470,2018
durable goods,2018-04-01,Inland Empire,23890,65000.0,62623,4560470,2018
durable goods,2018-05-01,Inland Empire,23927,65100.0,62623,4560470,2018
durable goods,2018-06-01,Inland Empire,24074,65500.0,62623,4560470,2018
durable goods,2018-07-01,Inland Empire,24000,65300.0,62623,4560470,2018
durable goods,2018-08-01,Inland Empire,24037,65400.0,62623,4560470,2018
durable goods,2018-09-01,Inland Empire,23927,65100.0,62623,4560470,2018
durable goods,2018-10-01,Inland Empire,24037,65400.0,62623,4560470,2018
durable goods,2018-11-01,Inland Empire,24000,65300.0,62623,4560470,2018
durable goods,2018-12-01,Inland Empire,23964,65200.0,62623,4560470,2018
educational services,2018-01-01,Inland Empire,8282,19500.0,62623,4560470,2018
educational services,2018-02-01,Inland Empire,8622,20300.0,62623,4560470,2018
educational services,2018-03-01,Inland Empire,8494,20000.0,62623,4560470,2018
educational services,2018-04-01,Inland Empire,8579,20200.0,62623,4560470,2018
educational services,2018-05-01,Inland Empire,8240,19400.0,62623,4560470,2018
educational services,2018-06-01,Inland Empire,7815,18400.0,62623,4560470,2018
educational services,2018-07-01,Inland Empire,7433,17500.0,62623,4560470,2018
educational services,2018-08-01,Inland Empire,7602,17900.0,62623,4560470,2018
educational services,2018-09-01,Inland Empire,8240,19400.0,62623,4560470,2018
educational services,2018-10-01,Inland Empire,8664,20400.0,62623,4560470,2018
educational services,2018-11-01,Inland Empire,8749,20600.0,62623,4560470,2018
educational services,2018-12-01,Inland Empire,8070,19000.0,62623,4560470,2018
federal government,2018-01-01,Inland Empire,11730,20500.0,62623,4560470,2018
federal government,2018-02-01,Inland Empire,11730,20500.0,62623,4560470,2018
federal government,2018-03-01,Inland Empire,11730,20500.0,62623,4560470,2018
federal government,2018-04-01,Inland Empire,11845,20700.0,62623,4560470,2018
federal government,2018-05-01,Inland Empire,11730,20500.0,62623,4560470,2018
federal government,2018-06-01,Inland Empire,11845,20700.0,62623,4560470,2018
federal government,2018-07-01,Inland Empire,11787,20600.0,62623,4560470,2018
federal government,2018-08-01,Inland Empire,11845,20700.0,62623,4560470,2018
federal government,2018-09-01,Inland Empire,11902,20800.0,62623,4560470,2018
federal government,2018-10-01,Inland Empire,11902,20800.0,62623,4560470,2018
federal government,2018-11-01,Inland Empire,12016,21000.0,62623,4560470,2018
federal government,2018-12-01,Inland Empire,12016,21000.0,62623,4560470,2018
financial activities,2018-01-01,Inland Empire,17299,43800.0,62623,4560470,2018
financial activities,2018-02-01,Inland Empire,17339,43900.0,62623,4560470,2018
financial activities,2018-03-01,Inland Empire,17260,43700.0,62623,4560470,2018
financial activities,2018-04-01,Inland Empire,17339,43900.0,62623,4560470,2018
financial activities,2018-05-01,Inland Empire,17378,44000.0,62623,4560470,2018
financial activities,2018-06-01,Inland Empire,17339,43900.0,62623,4560470,2018
financial activities,2018-07-01,Inland Empire,17260,43700.0,62623,4560470,2018
financial activities,2018-08-01,Inland Empire,17260,43700.0,62623,4560470,2018
financial activities,2018-09-01,Inland Empire,17181,43500.0,62623,4560470,2018
financial activities,2018-10-01,Inland Empire,17378,44000.0,62623,4560470,2018
financial activities,2018-11-01,Inland Empire,17339,43900.0,62623,4560470,2018
financial activities,2018-12-01,Inland Empire,17378,44000.0,62623,4560470,2018
health care and social assistance,2018-01-01,Inland Empire,70949,215300.0,62623,4560470,2018
health care and social assistance,2018-02-01,Inland Empire,71410,216700.0,62623,4560470,2018
health care and social assistance,2018-03-01,Inland Empire,71838,218000.0,62623,4560470,2018
health care and social assistance,2018-04-01,Inland Empire,71608,217300.0,62623,4560470,2018
health care and social assistance,2018-05-01,Inland Empire,71871,218100.0,62623,4560470,2018
health care and social assistance,2018-06-01,Inland Empire,72003,218500.0,62623,4560470,2018
health care and social assistance,2018-07-01,Inland Empire,72464,219900.0,62623,4560470,2018
health care and social assistance,2018-08-01,Inland Empire,72926,221300.0,62623,4560470,2018
health care and social assistance,2018-09-01,Inland Empire,72959,221400.0,62623,4560470,2018
health care and social assistance,2018-10-01,Inland Empire,73816,224000.0,62623,4560470,2018
health care and social assistance,2018-11-01,Inland Empire,73980,224500.0,62623,4560470,2018
health care and social assistance,2018-12-01,Inland Empire,74442,225900.0,62623,4560470,2018
local government,2018-01-01,Inland Empire,83315,206500.0,62623,4560470,2018
local government,2018-02-01,Inland Empire,83234,206300.0,62623,4560470,2018
local government,2018-03-01,Inland Empire,84243,208800.0,62623,4560470,2018
local government,2018-04-01,Inland Empire,84283,208900.0,62623,4560470,2018
local government,2018-05-01,Inland Empire,84485,209400.0,62623,4560470,2018
local government,2018-06-01,Inland Empire,84606,209700.0,62623,4560470,2018
local government,2018-07-01,Inland Empire,78594,194800.0,62623,4560470,2018
local government,2018-08-01,Inland Empire,79321,196600.0,62623,4560470,2018
local government,2018-09-01,Inland Empire,80975,200700.0,62623,4560470,2018
local government,2018-10-01,Inland Empire,83839,207800.0,62623,4560470,2018
local government,2018-11-01,Inland Empire,84566,209600.0,62623,4560470,2018
local government,2018-12-01,Inland Empire,85211,211200.0,62623,4560470,2018
management of companies and enterprises,2018-01-01,Inland Empire,4340,8300.0,62623,4560470,2018
management of companies and enterprises,2018-02-01,Inland Empire,4287,8200.0,62623,4560470,2018
management of companies and enterprises,2018-03-01,Inland Empire,4287,8200.0,62623,4560470,2018
management of companies and enterprises,2018-04-01,Inland Empire,4287,8200.0,62623,4560470,2018
management of companies and enterprises,2018-05-01,Inland Empire,4340,8300.0,62623,4560470,2018
management of companies and enterprises,2018-06-01,Inland Empire,4340,8300.0,62623,4560470,2018
management of companies and enterprises,2018-07-01,Inland Empire,4340,8300.0,62623,4560470,2018
management of companies and enterprises,2018-08-01,Inland Empire,4287,8200.0,62623,4560470,2018
management of companies and enterprises,2018-09-01,Inland Empire,4392,8400.0,62623,4560470,2018
management of companies and enterprises,2018-10-01,Inland Empire,4444,8500.0,62623,4560470,2018
management of companies and enterprises,2018-11-01,Inland Empire,4444,8500.0,62623,4560470,2018
management of companies and enterprises,2018-12-01,Inland Empire,4497,8600.0,62623,4560470,2018
mining and logging,2018-01-01,Inland Empire,607,1100.0,62623,4560470,2018
mining and logging,2018-02-01,Inland Empire,607,1100.0,62623,4560470,2018
mining and logging,2018-03-01,Inland Empire,607,1100.0,62623,4560470,2018
mining and logging,2018-04-01,Inland Empire,607,1100.0,62623,4560470,2018
mining and logging,2018-05-01,Inland Empire,663,1200.0,62623,4560470,2018
mining and logging,2018-06-01,Inland Empire,663,1200.0,62623,4560470,2018
mining and logging,2018-07-01,Inland Empire,663,1200.0,62623,4560470,2018
mining and logging,2018-08-01,Inland Empire,663,1200.0,62623,4560470,2018
mining and logging,2018-09-01,Inland Empire,663,1200.0,62623,4560470,2018
mining and logging,2018-10-01,Inland Empire,663,1200.0,62623,4560470,2018
mining and logging,2018-11-01,Inland Empire,663,1200.0,62623,4560470,2018
mining and logging,2018-12-01,Inland Empire,663,1200.0,62623,4560470,2018
nondurable goods,2018-01-01,Inland Empire,8261,35600.0,62623,4560470,2018
nondurable goods,2018-02-01,Inland Empire,8331,35900.0,62623,4560470,2018
nondurable goods,2018-03-01,Inland Empire,8401,36200.0,62623,4560470,2018
nondurable goods,2018-04-01,Inland Empire,8308,35800.0,62623,4560470,2018
nondurable goods,2018-05-01,Inland Empire,8331,35900.0,62623,4560470,2018
nondurable goods,2018-06-01,Inland Empire,8354,36000.0,62623,4560470,2018
nondurable goods,2018-07-01,Inland Empire,8401,36200.0,62623,4560470,2018
nondurable goods,2018-08-01,Inland Empire,8401,36200.0,62623,4560470,2018
nondurable goods,2018-09-01,Inland Empire,8424,36300.0,62623,4560470,2018
nondurable goods,2018-10-01,Inland Empire,8401,36200.0,62623,4560470,2018
nondurable goods,2018-11-01,Inland Empire,8354,36000.0,62623,4560470,2018
nondurable goods,2018-12-01,Inland Empire,8401,36200.0,62623,4560470,2018
other services,2018-01-01,Inland Empire,7324,45200.0,62623,4560470,2018
other services,2018-02-01,Inland Empire,7405,45700.0,62623,4560470,2018
other services,2018-03-01,Inland Empire,7421,45800.0,62623,4560470,2018
other services,2018-04-01,Inland Empire,7486,46200.0,62623,4560470,2018
other services,2018-05-01,Inland Empire,7470,46100.0,62623,4560470,2018
other services,2018-06-01,Inland Empire,7486,46200.0,62623,4560470,2018
other services,2018-07-01,Inland Empire,7389,45600.0,62623,4560470,2018
other services,2018-08-01,Inland Empire,7405,45700.0,62623,4560470,2018
other services,2018-09-01,Inland Empire,7356,45400.0,62623,4560470,2018
other services,2018-10-01,Inland Empire,7470,46100.0,62623,4560470,2018
other services,2018-11-01,Inland Empire,7437,45900.0,62623,4560470,2018
other services,2018-12-01,Inland Empire,7340,45300.0,62623,4560470,2018
professional scientific and technical services,2018-01-01,Inland Empire,14600,41300.0,62623,4560470,2018
professional scientific and technical services,2018-02-01,Inland Empire,14918,42200.0,62623,4560470,2018
professional scientific and technical services,2018-03-01,Inland Empire,14812,41900.0,62623,4560470,2018
professional scientific and technical services,2018-04-01,Inland Empire,15130,42800.0,62623,4560470,2018
professional scientific and technical services,2018-05-01,Inland Empire,14671,41500.0,62623,4560470,2018
professional scientific and technical services,2018-06-01,Inland Empire,14529,41100.0,62623,4560470,2018
professional scientific and technical services,2018-07-01,Inland Empire,14706,41600.0,62623,4560470,2018
professional scientific and technical services,2018-08-01,Inland Empire,14812,41900.0,62623,4560470,2018
professional scientific and technical services,2018-09-01,Inland Empire,14706,41600.0,62623,4560470,2018
professional scientific and technical services,2018-10-01,Inland Empire,15095,42700.0,62623,4560470,2018
professional scientific and technical services,2018-11-01,Inland Empire,15095,42700.0,62623,4560470,2018
professional scientific and technical services,2018-12-01,Inland Empire,15130,42800.0,62623,4560470,2018
retail trade,2018-01-01,Inland Empire,31510,181200.0,62623,4560470,2018
retail trade,2018-02-01,Inland Empire,31005,178300.0,62623,4560470,2018
retail trade,2018-03-01,Inland Empire,30901,177700.0,62623,4560470,2018
retail trade,2018-04-01,Inland Empire,30953,178000.0,62623,4560470,2018
retail trade,2018-05-01,Inland Empire,31075,178700.0,62623,4560470,2018
retail trade,2018-06-01,Inland Empire,31005,178300.0,62623,4560470,2018
retail trade,2018-07-01,Inland Empire,31057,178600.0,62623,4560470,2018
retail trade,2018-08-01,Inland Empire,31162,179200.0,62623,4560470,2018
retail trade,2018-09-01,Inland Empire,31144,179100.0,62623,4560470,2018
retail trade,2018-10-01,Inland Empire,31527,181300.0,62623,4560470,2018
retail trade,2018-11-01,Inland Empire,33335,191700.0,62623,4560470,2018
retail trade,2018-12-01,Inland Empire,33475,192500.0,62623,4560470,2018
state government,2018-01-01,Inland Empire,12386,30700.0,62623,4560470,2018
state government,2018-02-01,Inland Empire,12426,30800.0,62623,4560470,2018
state government,2018-03-01,Inland Empire,12547,31100.0,62623,4560470,2018
state government,2018-04-01,Inland Empire,12467,30900.0,62623,4560470,2018
state government,2018-05-01,Inland Empire,12668,31400.0,62623,4560470,2018
state government,2018-06-01,Inland Empire,12668,31400.0,62623,4560470,2018
state government,2018-07-01,Inland Empire,11821,29300.0,62623,4560470,2018
state government,2018-08-01,Inland Empire,11660,28900.0,62623,4560470,2018
state government,2018-09-01,Inland Empire,12224,30300.0,62623,4560470,2018
state government,2018-10-01,Inland Empire,12305,30500.0,62623,4560470,2018
state government,2018-11-01,Inland Empire,12588,31200.0,62623,4560470,2018
state government,2018-12-01,Inland Empire,12507,31000.0,62623,4560470,2018
total farm,2018-01-01,Inland Empire,1282,14600.0,62623,4560470,2018
total farm,2018-02-01,Inland Empire,1186,13500.0,62623,4560470,2018
total farm,2018-03-01,Inland Empire,1212,13800.0,62623,4560470,2018
total farm,2018-04-01,Inland Empire,1256,14300.0,62623,4560470,2018
total farm,2018-05-01,Inland Empire,1388,15800.0,62623,4560470,2018
total farm,2018-06-01,Inland Empire,1572,17900.0,62623,4560470,2018
total farm,2018-07-01,Inland Empire,1405,16000.0,62623,4560470,2018
total farm,2018-08-01,Inland Empire,1019,11600.0,62623,4560470,2018
total farm,2018-09-01,Inland Empire,1150,13100.0,62623,4560470,2018
total farm,2018-10-01,Inland Empire,1221,13900.0,62623,4560470,2018
total farm,2018-11-01,Inland Empire,1291,14700.0,62623,4560470,2018
total farm,2018-12-01,Inland Empire,1300,14800.0,62623,4560470,2018
transportation warehousing and utilities,2018-01-01,Inland Empire,25522,129600.0,62623,4560470,2018
transportation warehousing and utilities,2018-02-01,Inland Empire,25246,128200.0,62623,4560470,2018
transportation warehousing and utilities,2018-03-01,Inland Empire,25128,127600.0,62623,4560470,2018
transportation warehousing and utilities,2018-04-01,Inland Empire,25246,128200.0,62623,4560470,2018
transportation warehousing and utilities,2018-05-01,Inland Empire,25463,129300.0,62623,4560470,2018
transportation warehousing and utilities,2018-06-01,Inland Empire,25699,130500.0,62623,4560470,2018
transportation warehousing and utilities,2018-07-01,Inland Empire,25896,131500.0,62623,4560470,2018
transportation warehousing and utilities,2018-08-01,Inland Empire,26014,132100.0,62623,4560470,2018
transportation warehousing and utilities,2018-09-01,Inland Empire,26487,134500.0,62623,4560470,2018
transportation warehousing and utilities,2018-10-01,Inland Empire,27098,137600.0,62623,4560470,2018
transportation warehousing and utilities,2018-11-01,Inland Empire,28122,142800.0,62623,4560470,2018
transportation warehousing and utilities,2018-12-01,Inland Empire,28141,142900.0,62623,4560470,2018
wholesale trade,2018-01-01,Inland Empire,19675,63500.0,62623,4560470,2018
wholesale trade,2018-02-01,Inland Empire,19799,63900.0,62623,4560470,2018
wholesale trade,2018-03-01,Inland Empire,19892,64200.0,62623,4560470,2018
wholesale trade,2018-04-01,Inland Empire,20140,65000.0,62623,4560470,2018
wholesale trade,2018-05-01,Inland Empire,20388,65800.0,62623,4560470,2018
wholesale trade,2018-06-01,Inland Empire,20357,65700.0,62623,4560470,2018
wholesale trade,2018-07-01,Inland Empire,20357,65700.0,62623,4560470,2018
wholesale trade,2018-08-01,Inland Empire,20419,65900.0,62623,4560470,2018
wholesale trade,2018-09-01,Inland Empire,20419,65900.0,62623,4560470,2018
wholesale trade,2018-10-01,Inland Empire,20605,66500.0,62623,4560470,2018
wholesale trade,2018-11-01,Inland Empire,20636,66600.0,62623,4560470,2018
wholesale trade,2018-12-01,Inland Empire,20729,66900.0,62623,4560470,2018
accommodation and food services,2018-01-01,Kern,3630,23400.0,56288,887641,2018
accommodation and food services,2018-02-01,Kern,3676,23700.0,56288,887641,2018
accommodation and food services,2018-03-01,Kern,3707,23900.0,56288,887641,2018
accommodation and food services,2018-04-01,Kern,3769,24300.0,56288,887641,2018
accommodation and food services,2018-05-01,Kern,3816,24600.0,56288,887641,2018
accommodation and food services,2018-06-01,Kern,3832,24700.0,56288,887641,2018
accommodation and food services,2018-07-01,Kern,3800,24500.0,56288,887641,2018
accommodation and food services,2018-08-01,Kern,3785,24400.0,56288,887641,2018
accommodation and food services,2018-09-01,Kern,3769,24300.0,56288,887641,2018
accommodation and food services,2018-10-01,Kern,3769,24300.0,56288,887641,2018
accommodation and food services,2018-11-01,Kern,3800,24500.0,56288,887641,2018
accommodation and food services,2018-12-01,Kern,3754,24200.0,56288,887641,2018
administrative and support and waste services,2018-01-01,Kern,1615,12400.0,56288,887641,2018
administrative and support and waste services,2018-02-01,Kern,1654,12700.0,56288,887641,2018
administrative and support and waste services,2018-03-01,Kern,1693,13000.0,56288,887641,2018
administrative and support and waste services,2018-04-01,Kern,1706,13100.0,56288,887641,2018
administrative and support and waste services,2018-05-01,Kern,1745,13400.0,56288,887641,2018
administrative and support and waste services,2018-06-01,Kern,1784,13700.0,56288,887641,2018
administrative and support and waste services,2018-07-01,Kern,1758,13500.0,56288,887641,2018
administrative and support and waste services,2018-08-01,Kern,1849,14200.0,56288,887641,2018
administrative and support and waste services,2018-09-01,Kern,1927,14800.0,56288,887641,2018
administrative and support and waste services,2018-10-01,Kern,1927,14800.0,56288,887641,2018
administrative and support and waste services,2018-11-01,Kern,2032,15600.0,56288,887641,2018
administrative and support and waste services,2018-12-01,Kern,2019,15500.0,56288,887641,2018
arts entertainment and recreation,2018-01-01,Kern,366,2400.0,56288,887641,2018
arts entertainment and recreation,2018-02-01,Kern,366,2400.0,56288,887641,2018
arts entertainment and recreation,2018-03-01,Kern,397,2600.0,56288,887641,2018
arts entertainment and recreation,2018-04-01,Kern,382,2500.0,56288,887641,2018
arts entertainment and recreation,2018-05-01,Kern,397,2600.0,56288,887641,2018
arts entertainment and recreation,2018-06-01,Kern,382,2500.0,56288,887641,2018
arts entertainment and recreation,2018-07-01,Kern,382,2500.0,56288,887641,2018
arts entertainment and recreation,2018-08-01,Kern,351,2300.0,56288,887641,2018
arts entertainment and recreation,2018-09-01,Kern,366,2400.0,56288,887641,2018
arts entertainment and recreation,2018-10-01,Kern,366,2400.0,56288,887641,2018
arts entertainment and recreation,2018-11-01,Kern,382,2500.0,56288,887641,2018
arts entertainment and recreation,2018-12-01,Kern,397,2600.0,56288,887641,2018
construction,2018-01-01,Kern,5291,15200.0,56288,887641,2018
construction,2018-02-01,Kern,5325,15300.0,56288,887641,2018
construction,2018-03-01,Kern,5325,15300.0,56288,887641,2018
construction,2018-04-01,Kern,5430,15600.0,56288,887641,2018
construction,2018-05-01,Kern,5534,15900.0,56288,887641,2018
construction,2018-06-01,Kern,5534,15900.0,56288,887641,2018
construction,2018-07-01,Kern,5639,16200.0,56288,887641,2018
construction,2018-08-01,Kern,5708,16400.0,56288,887641,2018
construction,2018-09-01,Kern,5673,16300.0,56288,887641,2018
construction,2018-10-01,Kern,5708,16400.0,56288,887641,2018
construction,2018-11-01,Kern,5639,16200.0,56288,887641,2018
construction,2018-12-01,Kern,5708,16400.0,56288,887641,2018
durable goods,2018-01-01,Kern,2080,4800.0,56288,887641,2018
durable goods,2018-02-01,Kern,2037,4700.0,56288,887641,2018
durable goods,2018-03-01,Kern,2037,4700.0,56288,887641,2018
durable goods,2018-04-01,Kern,2037,4700.0,56288,887641,2018
durable goods,2018-05-01,Kern,2080,4800.0,56288,887641,2018
durable goods,2018-06-01,Kern,2080,4800.0,56288,887641,2018
durable goods,2018-07-01,Kern,2080,4800.0,56288,887641,2018
durable goods,2018-08-01,Kern,2080,4800.0,56288,887641,2018
durable goods,2018-09-01,Kern,2080,4800.0,56288,887641,2018
durable goods,2018-10-01,Kern,2124,4900.0,56288,887641,2018
durable goods,2018-11-01,Kern,2124,4900.0,56288,887641,2018
durable goods,2018-12-01,Kern,2124,4900.0,56288,887641,2018
educational services,2018-01-01,Kern,823,1500.0,56288,887641,2018
educational services,2018-02-01,Kern,823,1500.0,56288,887641,2018
educational services,2018-03-01,Kern,878,1600.0,56288,887641,2018
educational services,2018-04-01,Kern,878,1600.0,56288,887641,2018
educational services,2018-05-01,Kern,933,1700.0,56288,887641,2018
educational services,2018-06-01,Kern,933,1700.0,56288,887641,2018
educational services,2018-07-01,Kern,878,1600.0,56288,887641,2018
educational services,2018-08-01,Kern,933,1700.0,56288,887641,2018
educational services,2018-09-01,Kern,933,1700.0,56288,887641,2018
educational services,2018-10-01,Kern,988,1800.0,56288,887641,2018
educational services,2018-11-01,Kern,988,1800.0,56288,887641,2018
educational services,2018-12-01,Kern,988,1800.0,56288,887641,2018
federal government,2018-01-01,Kern,7215,10400.0,56288,887641,2018
federal government,2018-02-01,Kern,7215,10400.0,56288,887641,2018
federal government,2018-03-01,Kern,7215,10400.0,56288,887641,2018
federal government,2018-04-01,Kern,7076,10200.0,56288,887641,2018
federal government,2018-05-01,Kern,7076,10200.0,56288,887641,2018
federal government,2018-06-01,Kern,7284,10500.0,56288,887641,2018
federal government,2018-07-01,Kern,7492,10800.0,56288,887641,2018
federal government,2018-08-01,Kern,7423,10700.0,56288,887641,2018
federal government,2018-09-01,Kern,7492,10800.0,56288,887641,2018
federal government,2018-10-01,Kern,7492,10800.0,56288,887641,2018
federal government,2018-11-01,Kern,7492,10800.0,56288,887641,2018
federal government,2018-12-01,Kern,7492,10800.0,56288,887641,2018
finance and insurance,2018-01-01,Kern,2013,4500.0,56288,887641,2018
finance and insurance,2018-02-01,Kern,2013,4500.0,56288,887641,2018
finance and insurance,2018-03-01,Kern,2013,4500.0,56288,887641,2018
finance and insurance,2018-04-01,Kern,2013,4500.0,56288,887641,2018
finance and insurance,2018-05-01,Kern,2013,4500.0,56288,887641,2018
finance and insurance,2018-06-01,Kern,2013,4500.0,56288,887641,2018
finance and insurance,2018-07-01,Kern,1969,4400.0,56288,887641,2018
finance and insurance,2018-08-01,Kern,1969,4400.0,56288,887641,2018
finance and insurance,2018-09-01,Kern,1969,4400.0,56288,887641,2018
finance and insurance,2018-10-01,Kern,1969,4400.0,56288,887641,2018
finance and insurance,2018-11-01,Kern,1969,4400.0,56288,887641,2018
finance and insurance,2018-12-01,Kern,1924,4300.0,56288,887641,2018
health care and social assistance,2018-01-01,Kern,11373,35700.0,56288,887641,2018
health care and social assistance,2018-02-01,Kern,11341,35600.0,56288,887641,2018
health care and social assistance,2018-03-01,Kern,11341,35600.0,56288,887641,2018
health care and social assistance,2018-04-01,Kern,11405,35800.0,56288,887641,2018
health care and social assistance,2018-05-01,Kern,11437,35900.0,56288,887641,2018
health care and social assistance,2018-06-01,Kern,11437,35900.0,56288,887641,2018
health care and social assistance,2018-07-01,Kern,11533,36200.0,56288,887641,2018
health care and social assistance,2018-08-01,Kern,11724,36800.0,56288,887641,2018
health care and social assistance,2018-09-01,Kern,11787,37000.0,56288,887641,2018
health care and social assistance,2018-10-01,Kern,11883,37300.0,56288,887641,2018
health care and social assistance,2018-11-01,Kern,11979,37600.0,56288,887641,2018
health care and social assistance,2018-12-01,Kern,12010,37700.0,56288,887641,2018
information,2018-01-01,Kern,1248,2000.0,56288,887641,2018
information,2018-02-01,Kern,1248,2000.0,56288,887641,2018
information,2018-03-01,Kern,1248,2000.0,56288,887641,2018
information,2018-04-01,Kern,1310,2100.0,56288,887641,2018
information,2018-05-01,Kern,1310,2100.0,56288,887641,2018
information,2018-06-01,Kern,1310,2100.0,56288,887641,2018
information,2018-07-01,Kern,1310,2100.0,56288,887641,2018
information,2018-08-01,Kern,1248,2000.0,56288,887641,2018
information,2018-09-01,Kern,1248,2000.0,56288,887641,2018
information,2018-10-01,Kern,1248,2000.0,56288,887641,2018
information,2018-11-01,Kern,1248,2000.0,56288,887641,2018
information,2018-12-01,Kern,1248,2000.0,56288,887641,2018
local government,2018-01-01,Kern,11882,45400.0,56288,887641,2018
local government,2018-02-01,Kern,11961,45700.0,56288,887641,2018
local government,2018-03-01,Kern,12066,46100.0,56288,887641,2018
local government,2018-04-01,Kern,12039,46000.0,56288,887641,2018
local government,2018-05-01,Kern,12039,46000.0,56288,887641,2018
local government,2018-06-01,Kern,12013,45900.0,56288,887641,2018
local government,2018-07-01,Kern,10390,39700.0,56288,887641,2018
local government,2018-08-01,Kern,11202,42800.0,56288,887641,2018
local government,2018-09-01,Kern,11673,44600.0,56288,887641,2018
local government,2018-10-01,Kern,12353,47200.0,56288,887641,2018
local government,2018-11-01,Kern,12301,47000.0,56288,887641,2018
local government,2018-12-01,Kern,12223,46700.0,56288,887641,2018
management of companies and enterprises,2018-01-01,Kern,1798,3500.0,56288,887641,2018
management of companies and enterprises,2018-02-01,Kern,1798,3500.0,56288,887641,2018
management of companies and enterprises,2018-03-01,Kern,1798,3500.0,56288,887641,2018
management of companies and enterprises,2018-04-01,Kern,1798,3500.0,56288,887641,2018
management of companies and enterprises,2018-05-01,Kern,1798,3500.0,56288,887641,2018
management of companies and enterprises,2018-06-01,Kern,1798,3500.0,56288,887641,2018
management of companies and enterprises,2018-07-01,Kern,1696,3300.0,56288,887641,2018
management of companies and enterprises,2018-08-01,Kern,1696,3300.0,56288,887641,2018
management of companies and enterprises,2018-09-01,Kern,1696,3300.0,56288,887641,2018
management of companies and enterprises,2018-10-01,Kern,1696,3300.0,56288,887641,2018
management of companies and enterprises,2018-11-01,Kern,1696,3300.0,56288,887641,2018
management of companies and enterprises,2018-12-01,Kern,1644,3200.0,56288,887641,2018
mining and logging,2018-01-01,Kern,2242,9200.0,56288,887641,2018
mining and logging,2018-02-01,Kern,2242,9200.0,56288,887641,2018
mining and logging,2018-03-01,Kern,2242,9200.0,56288,887641,2018
mining and logging,2018-04-01,Kern,2218,9100.0,56288,887641,2018
mining and logging,2018-05-01,Kern,2218,9100.0,56288,887641,2018
mining and logging,2018-06-01,Kern,2242,9200.0,56288,887641,2018
mining and logging,2018-07-01,Kern,2316,9500.0,56288,887641,2018
mining and logging,2018-08-01,Kern,2316,9500.0,56288,887641,2018
mining and logging,2018-09-01,Kern,2316,9500.0,56288,887641,2018
mining and logging,2018-10-01,Kern,2267,9300.0,56288,887641,2018
mining and logging,2018-11-01,Kern,2291,9400.0,56288,887641,2018
mining and logging,2018-12-01,Kern,2316,9500.0,56288,887641,2018
natural resources mining and construction,2018-01-01,Kern,19193,24400.0,56288,887641,2018
natural resources mining and construction,2018-02-01,Kern,19272,24500.0,56288,887641,2018
natural resources mining and construction,2018-03-01,Kern,19272,24500.0,56288,887641,2018
